"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"March","Chaetodon auriga","2019",3,6000,78,0.0384615384615385
"March","Chaetodon auriga","2022",25,191000,30,0.833333333333333
"March","Chaetodon baronessa","2012",6,7226.85185185185,100,0.06
"March","Chaetodon baronessa","2013",10,10000,63,0.158730158730159
"March","Chaetodon baronessa","2016",2,2000,240,0.00833333333333333
"March","Chaetodon baronessa","2017",18,28500,73,0.246575342465753
"March","Chaetodon baronessa","2018",22,50500,100,0.22
"March","Chaetodon baronessa","2019",23,23000,78,0.294871794871795
"March","Chaetodon baronessa","2022",14,42000,30,0.466666666666667
"March","Chaetodon baronessa","2023",18,54000,106,0.169811320754717
"March","Chaetodon bennetti","2017",1,5000,73,0.0136986301369863
"March","Chaetodon bennetti","2022",5,1e+05,30,0.166666666666667
"March","Chaetodon citrinellus","2023",12,23500,106,0.113207547169811
"March","Chaetodon decussatus","2022",1,3000,30,0.0333333333333333
"March","Chaetodon decussatus","2023",1,3000,106,0.00943396226415094
"March","Chaetodon ephippium","2022",1,10000,30,0.0333333333333333
"March","Chaetodon falcula","2022",2,35000,30,0.0666666666666667
"March","Chaetodon kleinii","2012",34,27750,100,0.34
"March","Chaetodon kleinii","2013",67,64500,63,1.06349206349206
"March","Chaetodon kleinii","2016",197,197000,240,0.820833333333333
"March","Chaetodon kleinii","2018",67,97000,100,0.67
"March","Chaetodon kleinii","2019",72,78000,78,0.923076923076923
"March","Chaetodon kleinii","2022",25,48500,30,0.833333333333333
"March","Chaetodon kleinii","2023",206,4e+05,106,1.94339622641509
"March","Chaetodon lunula","2013",2,15000,63,0.0317460317460317
"March","Chaetodon lunula","2016",1,3000,240,0.00416666666666667
"March","Chaetodon lunula","2019",1,10000,78,0.0128205128205128
"March","Chaetodon lunula","2022",12,240000,30,0.4
"March","Chaetodon lunula","2023",3,18000,106,0.0283018867924528
"March","Chaetodon lunulatus","2012",7,7000,100,0.07
"March","Chaetodon melannotus","2018",1,3500,100,0.01
"March","Chaetodon melannotus","2022",6,36000,30,0.2
"March","Chaetodon melannotus","2023",1,4000,106,0.00943396226415094
"March","Chaetodon meyeri","2012",1,4541.66666666667,100,0.01
"March","Chaetodon meyeri","2017",3,18500,73,0.0410958904109589
"March","Chaetodon meyeri","2018",2,16000,100,0.02
"March","Chaetodon meyeri","2019",1,6000,78,0.0128205128205128
"March","Chaetodon rafflesi","2022",43,301000,30,1.43333333333333
"March","Chaetodon rafflesi","2023",6,36000,106,0.0566037735849057
"March","Chaetodon trifascialis","2016",1,1500,240,0.00416666666666667
"March","Chaetodon trifascialis","2017",5,15000,73,0.0684931506849315
"March","Chaetodon trifascialis","2018",2,8000,100,0.02
"March","Chaetodon trifascialis","2022",3,22500,30,0.1
"March","Chaetodon trifascialis","2023",5,25000,106,0.0471698113207547
"March","Chaetodon trifasciatus","2012",4,4000,100,0.04
"March","Chaetodon trifasciatus","2013",28,28000,63,0.444444444444444
"March","Chaetodon trifasciatus","2016",7,7000,240,0.0291666666666667
"March","Chaetodon trifasciatus","2017",23,45500,73,0.315068493150685
"March","Chaetodon trifasciatus","2018",8,14000,100,0.08
"March","Chaetodon trifasciatus","2019",2,2000,78,0.0256410256410256
"March","Chaetodon trifasciatus","2022",1,3000,30,0.0333333333333333
"March","Chaetodon trifasciatus","2023",11,33000,106,0.10377358490566
"March","Chaetodon ulietensis","2022",6,45000,30,0.2
"March","Chaetodon vagabundus","2022",13,40000,30,0.433333333333333
"March","Chaetodon vagabundus","2023",31,93000,106,0.292452830188679
"March","Cheilinus fasciatus","2016",6,6000,240,0.025
"March","Cheilinus fasciatus","2023",3,3000,106,0.0283018867924528
"March","Chelidonura varians","2022",1,5000,30,0.0333333333333333
"March","Chelmon rostratus","2022",37,370000,30,1.23333333333333
"March","Chepalopholis taeniops","2012",1,3000,100,0.01
"March","Chirrhilabrus cyanopleura","2016",396,276263.736263736,240,1.65
"March","Chirrhilabrus cyanopleura","2018",27,61500,100,0.27
"March","Chirrhilabrus cyanopleura","2019",36,169000,78,0.461538461538462
"March","Chromi lineata","2023",11,8250,106,0.10377358490566
"March","Chromis lineata","2022",187,374000,30,6.23333333333333
"March","Chromis lineata","2023",268,536000,106,2.52830188679245
"March","Chromis margaritifer","2012",9,4500,100,0.09
"March","Chromis margaritifer","2013",26,18000,63,0.412698412698413
"March","Chromis margaritifer","2016",50,31500,240,0.208333333333333
"March","Chromis margaritifer","2017",84,105300,73,1.15068493150685
"March","Chromis margaritifer","2018",105,153500,100,1.05
"March","Chromis margaritifer","2019",117,117000,78,1.5
"March","Chromis margaritifer","2022",68,102000,30,2.26666666666667
"March","Chromis margaritifer","2023",249,360375,106,2.34905660377358
"March","Chromis retrofasciata","2016",395,227000,240,1.64583333333333
"March","Chromis retrofasciata","2018",195,153000,100,1.95
"March","Chromis retrofasciata","2019",210,210000,78,2.69230769230769
"March","Chromis retrofasciata","2022",59,88500,30,1.96666666666667
"March","Chromis retrofasciata","2023",344,516000,106,3.24528301886792
"March","Chromis viridis","2012",295,147500,100,2.95
"March","Chromis viridis","2013",390,222000,63,6.19047619047619
"March","Chromis viridis","2016",810,683500,240,3.375
"March","Chromis viridis","2017",254,378200,73,3.47945205479452
"March","Chromis viridis","2018",1210,1770000,100,12.1
"March","Chromis viridis","2022",520,780000,30,17.3333333333333
"March","Chromis viridis","2023",550,741761.614583333,106,5.18867924528302
"March","Chromis weberi","2012",215,112500,100,2.15
"March","Chromis weberi","2013",10,6000,63,0.158730158730159
"March","Chrysiptera cyanea","2022",4,6000,30,0.133333333333333
"March","Chrysiptera talboti","2012",76,38000,100,0.76
"March","Chrysiptera talboti","2013",32,19200,63,0.507936507936508
"March","Chrysiptera talboti","2016",704,421900,240,2.93333333333333
"March","Chrysiptera talboti","2017",423,359100,73,5.79452054794521
"March","Chrysiptera talboti","2018",569,548500,100,5.69
"March","Chrysiptera talboti","2019",799,814000,78,10.2435897435897
"March","Chrysiptera talboti","2022",276,414000,30,9.2
"March","Chrysiptera talboti","2023",642,830500,106,6.05660377358491
"March","Cirrhilabrus cyanopleura","2012",156,81200,100,1.56
"March","Cirrhilabrus cyanopleura","2013",21,11200,63,0.333333333333333
"March","Cirrhilabrus cyanopleura","2022",54,108000,30,1.8
"March","Cirrhilabrus cyanopleura","2023",83,157000,106,0.783018867924528
"March","Cirrhilabrus exquisitus","2012",99,100050,100,0.99
"March","Cirrhilabrus exquisitus","2016",185,281500,240,0.770833333333333
"March","Cirrhilabrus exquisitus","2018",56,149000,100,0.56
"March","Cirrhilabrus exquisitus","2019",15,30000,78,0.192307692307692
"March","Cirrhilabrus exquisitus","2022",9,36000,30,0.3
"March","Cirrhilabrus exquisitus","2023",2,8000,106,0.0188679245283019
"March","Cirrhilabrus filamentosus","2016",21,52500,240,0.0875
"March","Cirrhilabrus flavidorsalis","2022",2,10000,30,0.0666666666666667
"March","Cirrhilabrus flavidorsalis","2023",1,1500,106,0.00943396226415094
"March","Cirrhilabrus lubbocki","2012",9,9000,100,0.09
"March","Cirrhilabrus lubbocki","2016",34,47000,240,0.141666666666667
"March","Cirrhilabrus lubbocki","2017",1,1000,73,0.0136986301369863
"March","Cirrhilabrus lubbocki","2018",5,7000,100,0.05
"March","Cirrhilabrus lubbocki","2022",41,164000,30,1.36666666666667
"March","Cirrhitichthys aprinus","2016",185,182600,240,0.770833333333333
"March","Cirrhitichthys aprinus","2017",52,58500,73,0.712328767123288
"March","Cirrhitichthys aprinus","2018",98,100500,100,0.98
"March","Cirrhitichthys aprinus","2019",23,23000,78,0.294871794871795
"March","Cirrhitichthys aprinus","2023",173,173000,106,1.63207547169811
"March","Cirrhitichthys falco","2022",18,40000,30,0.6
"March","Cirrhitichthys falco","2023",13,26000,106,0.122641509433962
"March","Cirrhitichthys oxycephalus","2022",2,4000,30,0.0666666666666667
"March","Cirrhitichthys oxycephalus","2023",5,10000,106,0.0471698113207547
"March","Coris aygula","2016",1,25000,240,0.00416666666666667
"March","Coris gaimard","2012",7,14000,100,0.07
"March","Coris gaimard","2013",2,5500,63,0.0317460317460317
"March","Coris gaimard","2016",94,268750,240,0.391666666666667
"March","Coris gaimard","2017",33,89750,73,0.452054794520548
"March","Coris gaimard","2018",50,176000,100,0.5
"March","Coris gaimard","2019",22,64000,78,0.282051282051282
"March","Coris gaimard","2022",15,142000,30,0.5
"March","Coris gaimard","2023",151,573500,106,1.42452830188679
"March","Cromileptes altivelis","2022",1,10000,30,0.0333333333333333
"March","Ctenochaetus striatus","2022",49,152500,30,1.63333333333333
"March","Ctenochaetus striatus","2023",91,273000,106,0.858490566037736
"March","Ctenogobiops tangaroai","2022",2,15000,30,0.0666666666666667
"March","Dascyllus aruanus","2013",87,45100,63,1.38095238095238
"March","Dascyllus reticulatus","2018",118,109500,100,1.18
"March","Dascyllus reticulatus","2019",15,15000,78,0.192307692307692
"March","Dascyllus reticulatus","2022",19,28500,30,0.633333333333333
"March","Dascyllus reticulatus","2023",103,154500,106,0.971698113207547
"March","Dascyllus trimaculatus","2012",74,37000,100,0.74
"March","Dascyllus trimaculatus","2013",54,32400,63,0.857142857142857
"March","Dascyllus trimaculatus","2016",118,61000,240,0.491666666666667
"March","Dascyllus trimaculatus","2017",65,36000,73,0.89041095890411
"March","Dascyllus trimaculatus","2018",113,94800,100,1.13
"March","Dascyllus trimaculatus","2019",459,459000,78,5.88461538461539
"March","Dascyllus trimaculatus","2022",115,172500,30,3.83333333333333
"March","Dascyllus trimaculatus","2023",159,231750,106,1.5
"March","Dendrochirus biocellatus","2012",1,7259.25925925926,100,0.01
"March","Dendrochirus biocellatus","2013",15,42000,63,0.238095238095238
"March","Dendrochirus biocellatus","2016",12,95000,240,0.05
"March","Dendrochirus biocellatus","2017",8,64000,73,0.10958904109589
"March","Dendrochirus biocellatus","2018",5,50000,100,0.05
"March","Dendrochirus biocellatus","2019",5,41000,78,0.0641025641025641
"March","Dendrochirus biocellatus","2022",13,195000,30,0.433333333333333
"March","Dendrochirus biocellatus","2023",3,30000,106,0.0283018867924528
"March","Dendrochirus zebra","2016",4,4000,240,0.0166666666666667
"March","Dendrochirus zebra","2017",2,2000,73,0.0273972602739726
"March","Dendrochirus zebra","2018",8,12000,100,0.08
"March","Dendrochirus zebra","2019",7,7000,78,0.0897435897435897
"March","Dendrochirus zebra","2022",1,3000,30,0.0333333333333333
"March","Dendrochirus zebra","2023",1,1595.2380952381,106,0.00943396226415094
"March","Diademichthys lineatus","2022",2,6000,30,0.0666666666666667
"March","Diproctacanthus xanthurus","2016",2,2000,240,0.00833333333333333
"March","Dischistodus perspicillatus","2016",35,17500,240,0.145833333333333
"March","Dischistodus perspicillatus","2019",183,183000,78,2.34615384615385
"March","Doryrhamphus dactyliophorus","2013",1,2000,63,0.0158730158730159
"March","Doryrhamphus dactyliophorus","2016",4,7000,240,0.0166666666666667
"March","Doryrhamphus dactyliophorus","2017",4,6000,73,0.0547945205479452
"March","Doryrhamphus excisus","2022",4,24000,30,0.133333333333333
"March","Doryrhamphus excisus excisus","2012",1,1500,100,0.01
"March","Doryrhamphus excisus excisus","2013",1,3000,63,0.0158730158730159
"March","Doryrhamphus janssi","2022",1,10000,30,0.0333333333333333
"March","Echeneis naucrates","2013",1,3000,63,0.0158730158730159
"March","Echidna polyzona","2016",3,30000,240,0.0125
"March","Echidna polyzona","2018",1,10000,100,0.01
"March","Ecsenius bicolor","2012",41,53500,100,0.41
"March","Ecsenius bicolor","2016",41,61500,240,0.170833333333333
"March","Ecsenius bicolor","2017",158,267000,73,2.16438356164384
"March","Ecsenius bicolor","2018",35,67500,100,0.35
"March","Ecsenius bicolor","2019",48,72000,78,0.615384615384615
"March","Ecsenius bicolor","2022",183,732000,30,6.1
"March","Ecsenius bicolor","2023",21,56000,106,0.19811320754717
"March","Ecsenius midas","2016",2,2500,240,0.00833333333333333
"March","Ecsenius namiyei","2012",5,4250,100,0.05
"March","Exallias brevis","2012",6,8700,100,0.06
"March","Exallias brevis","2016",36,70000,240,0.15
"March","Exallias brevis","2017",2,3000,73,0.0273972602739726
"March","Exallias brevis","2022",2,9000,30,0.0666666666666667
"March","Exallias brevis","2023",10,25000,106,0.0943396226415094
"March","Forcipiger flavissimus","2012",1,7000,100,0.01
"March","Forcipiger flavissimus","2013",22,132000,63,0.349206349206349
"March","Forcipiger flavissimus","2017",1,7000,73,0.0136986301369863
"March","Forcipiger flavissimus","2023",1,1500,106,0.00943396226415094
"March","Genicanthus lamarck","2016",1,3000,240,0.00416666666666667
"March","Gomphosus varius","2016",23,40500,240,0.0958333333333333
"March","Gomphosus varius","2017",6,12000,73,0.0821917808219178
"March","Gomphosus varius","2022",1,12500,30,0.0333333333333333
"March","Gomphosus varius","2023",6,6288.2727272727,106,0.0566037735849057
"March","Gymnomuraena zebra","2013",1,10000,63,0.0158730158730159
"March","Halichoeres argus","2023",1,1000,106,0.00943396226415094
"March","Halichoeres biocellatus","2023",4,12000,106,0.0377358490566038
"March","Halichoeres chrysus","2012",532,514192.485549133,100,5.32
"March","Halichoeres chrysus","2013",33,49500,63,0.523809523809524
"March","Halichoeres chrysus","2016",2431,3089500,240,10.1291666666667
"March","Halichoeres chrysus","2017",323,560500,73,4.42465753424658
"March","Halichoeres chrysus","2018",523,1011500,100,5.23
"March","Halichoeres chrysus","2019",203,391500,78,2.6025641025641
"March","Halichoeres chrysus","2022",439,1327500,30,14.6333333333333
"March","Halichoeres chrysus","2023",564,1489500,106,5.32075471698113
"March","Halichoeres hortulanus","2012",29,18500,100,0.29
"March","Halichoeres hortulanus","2013",8,6000,63,0.126984126984127
"March","Halichoeres hortulanus","2016",27,20250,240,0.1125
"March","Halichoeres hortulanus","2017",16,13500,73,0.219178082191781
"March","Halichoeres hortulanus","2018",49,39000,100,0.49
"March","Halichoeres hortulanus","2019",4,4000,78,0.0512820512820513
"March","Halichoeres hortulanus","2023",31,38750,106,0.292452830188679
"March","Halichoeres marginatus","2018",3,7500,100,0.03
"March","Halichoeres marginatus","2022",15,45000,30,0.5
"March","Halichoeres marginatus","2023",103,309000,106,0.971698113207547
"March","Halichoeres melanurus","2017",21,21000,73,0.287671232876712
"March","Halichoeres melanurus","2018",27,28000,100,0.27
"March","Halichoeres melanurus","2019",2,2000,78,0.0256410256410256
"March","Halichoeres melanurus","2022",1,3000,30,0.0333333333333333
"March","Halichoeres melanurus","2023",3,9000,106,0.0283018867924528
"March","Halichoeres ornatissimus","2023",1,3000,106,0.00943396226415094
"March","Halichoeres podostigma","2022",3,7500,30,0.1
"March","Halichoeres podostigma","2023",8,20000,106,0.0754716981132075
"March","Halichoeres prosopeion","2012",42,67500,100,0.42
"March","Halichoeres prosopeion","2023",4,10000,106,0.0377358490566038
"March","Hapalochlaena lunulata","2022",1,4000,30,0.0333333333333333
"March","Heniochus acuminatus","2012",2,11544.4444444444,100,0.02
"March","Heniochus acuminatus","2013",25,68000,63,0.396825396825397
"March","Heniochus acuminatus","2022",42,930000,30,1.4
"March","Heniochus chrysostomus","2022",1,8500,30,0.0333333333333333
"March","Heniochus monoceros","2016",22,105500,240,0.0916666666666667
"March","Heniochus monoceros","2017",4,28000,73,0.0547945205479452
"March","Heniochus monoceros","2018",3,24000,100,0.03
"March","Heniochus monoceros","2019",1,4000,78,0.0128205128205128
"March","Heniochus varius","2012",2,3000,100,0.02
